cpu_usage,memory_usage
17.07892596149526,49.50967466472038
22.480968154021895,52.1104835812498
14.213225698753561,48.17142002614156
22.310047156970967,52.73961333499351
14.752279736091978,48.6965435940062
27.281704657561352,52.92853578469633
19.54051114700988,48.19848535046404
25.65009994335817,53.185947670623875
12.885696247889936,47.61598752805817
18.17837648848293,50.495739543307515
21.28612619201999,51.15827154008541
23.64042418559149,53.51867129557441
21.627183111503847,53.47777267335211
17.36759562411933,49.58771955943426
15.183573481906887,42.553156643250674
22.12933011195317,50.61816073332859
27.682683751940488,54.244258248991734
17.572781817953484,49.59016982455482
0.0,0.0
18.396224954520676,49.796334615000774
21.13575392936134,52.99732021280806
0.0,0.0
12.022724572838257,47.05761263026173
29.019204875690107,55.37436270558961
19.924684048499564,51.62047242891957
18.257582469674198,47.11960703659727
16.907085080736177,49.02832328039004
32.7226918892685,54.998982520974195
16.987994321082205,49.26547007031004
19.17823557653859,45.9467417459462
21.019824326709447,52.084899664075195
20.253927459785615,48.180229729593485
17.669793744707313,50.71922324013209
26.809236994692153,56.47969636757372
18.306548055668443,47.81518041704656
24.008395045778393,51.35838704774424
29.663501429613593,54.552830710540725
16.349904819001303,49.45508530796226
20.694141133998688,52.27775930557608
26.13265828564819,53.93372673059193
27.314458733226537,49.25138848932178
21.679048112653295,50.04336326313975
29.505896518779323,55.18082218681381
21.640554353551916,50.3858183223159
24.56495196172914,53.80501341353184
21.132203232476286,53.957918089484686
19.327880196257823,49.38600757770832
20.234280806571693,47.930175000635906
25.14645174779877,51.5463618069101
24.794354523172597,47.62438631687852
27.214361663819272,53.86083616101243
31.217461798245267,58.65089605878892
23.734678263854065,53.300478920941615
33.28144965102999,56.44091651398607
32.541601136354885,53.440420421471806
22.78114111831164,51.32272181068389
29.961168697716218,56.71941597281992
19.540391089683496,50.21247542072141
13.917134199750588,44.096791672401636
22.09196320283832,51.46169272827311
25.521732805017248,53.44304122811628
26.014508102392952,52.12960694954379
23.95178749820539,53.25645829188682
16.196806618904397,47.63025164534813
12.926194171029234,43.890392249721955
30.71541949276855,51.90504195915163
32.493681069132094,59.22624616649413
29.353204334723596,53.59887693699855
30.238370855494217,54.49052220530789
25.19271243968852,55.07513560542829
18.997852277908372,51.626493564129504
23.758484324368293,52.064036295912466
19.529167989864977,48.877374284946214
27.866715704732183,54.883737137524264
26.371164096800374,52.17119287142155
22.15190237395121,50.233640086556605
19.572151052628424,47.6022705847449
25.201782734351006,53.878325008925586
21.72755078733055,50.995527429503056
31.04155464953737,55.56843316159224
32.12584455719541,57.04360116130913
23.593968309109975,50.91786591138262
33.85826628542853,55.446286861262145
26.798949657484137,51.929591789570104
24.306355943214488,53.80700225818252
25.661367892906302,52.06154687400665
23.94430411316349,54.87362284799643
31.532112851628348,55.874393314148186
20.895566311541387,50.053182430007546
22.967636614616126,51.437256995000155
22.91527471242531,54.614430879283695
25.707887633182494,55.2032602334806
24.7776347592647,52.68647996427243
22.078206081975328,52.67845054324747
33.392278167642246,57.725346927095366
22.430634150348006,52.11330413686817
32.47268395702989,54.16534471891845
25.437066310309437,51.994114659257775
26.135356423237013,49.55983361346163
24.53545819736728,99.62625844663314
26.07090872100408,50.81075859589258
23.657751310882276,51.135267082650685
33.47534437291581,96.58455488374598
34.38356590063528,61.56729918762669
31.58148580460903,58.918754083447375
28.86561922607903,51.759227995281336
23.27656041604468,53.07200916605161
25.85394060556384,56.31025316913275
27.75237549288802,53.71827993575603
19.989111363953942,46.749084277352935
28.874647494947645,54.591929214265996
25.686413997619038,50.106895680797585
28.36744260409695,53.34158580958087
31.060482327772938,55.92022087730255
27.48843626531553,56.46524223480686
26.07937706102775,54.66794652299587
33.64481529113329,56.17680143353279
28.44457782919361,54.7138567161797
24.324156404638664,50.38178830559336
25.131558304977194,55.23791352657184
20.34167096754849,47.581522946567944
29.23261442719561,95.49888351379022
30.232000167753547,55.83971381877001
30.404777031215698,53.98789178843146
25.998814751103914,52.35635217872345
24.969981550619007,52.00965772688158
33.7195343822717,58.622646686180346
30.663687606996177,53.73259292444244
29.476787670041446,56.912990673428126
37.26689283911129,62.43966244295609
30.521091916222232,55.32865849307427
33.42405741972502,54.30032026416632
37.36379253263787,56.63858897532241
31.13583166717164,52.577428630341096
26.731817613405592,51.14993123149692
31.265672079691143,58.917257627170635
23.82563030281787,51.312414754788676
27.65485894156096,53.80695405258284
33.5208397632845,54.1465624517619
25.267851033389938,52.07095431680772
30.37940650762369,54.94618457565056
26.4199061862272,50.230271588538436
31.066184116601434,55.06160550860177
27.18153691376908,56.307285119573045
37.067540813577324,58.490112969098355
32.9844004793115,60.625834190717896
29.66371129875334,52.8079573420471
26.369376684725953,53.68232721296082
32.30191427198458,57.59483348862007
28.028505925551126,54.55698707779072
18.378364642552704,49.40872232890556
21.39798192524811,50.033827863419326
